"id","name","title","addedDate","bdr","company","source","status","link","phone","notes","email"
"2217","Lola Goldner","Chief Intranet Associate","2025-07-29 11:09:35.325","Mark Cawston","Global Systems Inc (Marketing)","Referral","Converted",,"1-225-714-0108 x913","Lead from Marketing industry via Social Media","Lurline0@yahoo.com"
"2218","Eunice Keeling","Legacy Configuration Specialist","2025-06-24 15:08:23.972","Jess Collins","Growth Partners (Healthcare)","Referral","New Lead",,"1-779-941-9068 x83610","Lead from Healthcare industry via Website Form","Loren.Mosciski@yahoo.com"
"2219","Lewis Sporer-Murazik","Investor Solutions Supervisor","2025-06-16 11:10:03.076","Thomas Hardy","Global Systems Inc (Finance)","Website Form","New Lead",,"924-449-5319 x905","Lead from Finance industry via Trade Show","Birdie_Mills@hotmail.com"
"2220","Lula Cormier","Product Quality Assistant","2025-06-16 14:25:59.186","Thomas Hardy","Smart Systems (Consulting)","Referral","New Lead",,"(327) 844-5350 x963","Lead from Consulting industry via Referral","Mark_Hyatt@hotmail.com"
"2221","Caleb Balistreri","Senior Markets Director","2025-07-28 09:14:10.895","Dan Reeves","Performance Group (Finance)","Cold Call","New Lead",,"907.320.0096 x49034","Lead from Finance industry via Trade Show","Bernice.Armstrong91@yahoo.com"
"2222","Jim Muller","National Directives Agent","2025-07-28 08:05:54.837","Gary Smith","TechCorp Solutions (Education)","LinkedIn","New Lead",,"943-616-9243 x98277","Lead from Education industry via Referral","Kristina.Wehner69@gmail.com"
"2223","Marion Renner","National Applications Architect","2025-07-07 10:50:05.294","Mark Cawston","Future Tech (Consulting)","Webinar","New Lead",,"1-287-322-2496","Lead from Consulting industry via Cold Call","Rosetta_Schuster94@hotmail.com"
"2224","Bert Bechtelar","Investor Marketing Liaison","2025-06-06 15:12:30.539","Verity Kay","Growth Partners (Real Estate)","LinkedIn","New Lead",,"(436) 368-1334","Lead from Real Estate industry via Cold Email","Duncan.Connelly79@yahoo.com"
"2225","Danielle Murazik","District Accounts Orchestrator","2025-08-04 10:14:36.397","Jennifer Davies","NextGen Technologies (Finance)","Trade Show","New Lead",,"403.460.8969 x523","Lead from Finance industry via Cold Email","Bret.Heathcote77@hotmail.com"
"2226","Aubrey Gleichner","Global Integration Developer","2025-07-16 08:30:33.365","Rupert Kay","Performance Group (Marketing)","Referral","New Lead",,"1-605-885-9812 x4985","Lead from Marketing industry via Content Marketing","Mellie4@hotmail.com"
"2227","Patsy Block","Product Program Engineer","2025-07-28 12:29:07.491","Stephen Vivian","Smart Systems (Construction)","Social Media","Converted",,"403.719.9746 x68408","Lead from Construction industry via Social Media","Erick8@gmail.com"
"2228","Miss Peggy Nader","International Marketing Technician","2025-07-23 13:27:20.421","Thomas Hardy","Business Dynamics (Consulting)","Webinar","Converted",,"905-257-3174","Lead from Consulting industry via Website Form","Holly.Grimes@yahoo.com"
"2229","Cora Hegmann","Principal Solutions Technician","2025-07-04 11:01:15.181","Stephen Vivian","Growth Partners (Manufacturing)","Webinar","Converted",,"439.304.5391 x5723","Lead from Manufacturing industry via Partner","Mya.Jenkins@hotmail.com"
"2230","Mr. Preston Stoltenberg","Lead Optimization Producer","2025-06-11 10:56:13.502","Jess Collins","Digital Innovations Ltd (Healthcare)","Social Media","New Lead",,"705.729.6495","Lead from Healthcare industry via LinkedIn","Mitchel_Shields57@hotmail.com"
"2231","Ms. Brandy Willms","Future Optimization Liaison","2025-07-16 12:31:35.082","Rupert Kay","Enterprise Solutions (Hospitality)","Website Form","New Lead",,"1-267-618-2846 x840","Lead from Hospitality industry via Partner","Darron70@hotmail.com"
"2232","Lloyd Connelly","Human Markets Supervisor","2025-07-30 14:27:25.742","Adel Mhiri","Global Systems Inc (Education)","Website Form","New Lead",,"(581) 916-5497","Lead from Education industry via Trade Show","Joshua88@yahoo.com"
"2233","Terence Stroman","International Division Architect","2025-07-16 16:06:24.311","Jamie Waite","Performance Group (Hospitality)","Content Marketing","New Lead",,"1-834-669-9302 x14550","Lead from Hospitality industry via LinkedIn","Dwight_Towne@hotmail.com"
"2234","Brooke Gottlieb-Wisoky","Human Communications Engineer","2025-07-09 08:43:35.872","Adel Mhiri","Smart Systems (Finance)","Partner","Converted",,"(505) 462-8286 x8145","Lead from Finance industry via Cold Email","Eugene_Crist@gmail.com"
"2235","Harriet Aufderhar","Human Web Agent","2025-07-21 13:10:35.666","Mark Cawston","Performance Group (Marketing)","Trade Show","New Lead",,"(522) 311-5275 x74713","Lead from Marketing industry via Webinar","Kristoffer_Altenwerth@yahoo.com"
"2236","Tony Mann","Global Branding Administrator","2025-07-24 10:50:00.877","Thomas Hardy","Global Systems Inc (Hospitality)","Partner","New Lead",,"1-629-527-2098 x651","Lead from Hospitality industry via Content Marketing","Kara.Cruickshank88@gmail.com"
"2237","Andre Shields","Central Applications Producer","2025-06-27 11:11:26.086","Thomas Hardy","Global Systems Inc (Construction)","Referral","New Lead",,"1-316-645-2427 x63824","Lead from Construction industry via Content Marketing","Jason.Torphy95@gmail.com"
"2238","Toni Robel","Legacy Infrastructure Assistant","2025-06-23 14:14:56.893","Dan Reeves","Digital Innovations Ltd (Hospitality)","Website Form","New Lead",,"562-666-9770","Lead from Hospitality industry via Cold Call","Bethel.Doyle-Kunde72@yahoo.com"
"2239","Emmett Gusikowski","National Markets Administrator","2025-06-24 16:11:03.225","Gary Smith","Data Solutions (Healthcare)","Referral","New Lead",,"828.871.8893 x63937","Lead from Healthcare industry via Partner","Claudie_Predovic@gmail.com"
"2240","Tim O'Conner","Forward Paradigm Architect","2025-06-24 15:31:06.27","Jamie Waite","Strategic Partners (Construction)","Cold Email","New Lead",,"(621) 337-7366 x539","Lead from Construction industry via Cold Call","Cale.Bashirian14@gmail.com"
"2241","Willard Robel","International Factors Orchestrator","2025-07-14 15:22:13.751","Thomas Hardy","Enterprise Solutions (Technology)","Referral","New Lead",,"504.974.5896","Lead from Technology industry via Social Media","Rosetta96@hotmail.com"
"2242","Lucy Howell","Principal Tactics Supervisor","2025-08-04 12:22:27.798","Adel Mhiri","TechCorp Solutions (Consulting)","LinkedIn","New Lead",,"400.606.3685 x329","Lead from Consulting industry via LinkedIn","Wilber_Botsford@gmail.com"
"2243","Lance McClure","Customer Infrastructure Designer","2025-07-22 15:17:18.988","Thomas Corcoran","Performance Group (Hospitality)","Trade Show","New Lead",,"877-788-2764 x0590","Lead from Hospitality industry via Social Media","Eileen.Adams@gmail.com"
"2244","Colleen Kohler","Forward Identity Manager","2025-07-08 10:40:27.31","Gary Smith","Digital Innovations Ltd (Finance)","Website Form","New Lead",,"965-941-2797 x213","Lead from Finance industry via Social Media","Ashton33@hotmail.com"
"2245","Anna Ortiz","Direct Configuration Administrator","2025-07-28 15:08:34.83","Jennifer Davies","Innovation Hub (Healthcare)","Social Media","New Lead",,"(885) 399-5897 x518","Lead from Healthcare industry via Website Form","Drew53@gmail.com"
"2246","Evan Kassulke","Direct Creative Director","2025-06-25 08:31:41.713","Jennifer Davies","Business Dynamics (Marketing)","Cold Call","New Lead",,"(890) 763-6346 x5558","Lead from Marketing industry via Social Media","Rebecca17@yahoo.com"
"2247","Mrs. Regina Konopelski","Chief Tactics Specialist","2025-07-14 10:15:53.617","Naeem Patel","TechCorp Solutions (Consulting)","Social Media","New Lead",,"821-253-6441 x7921","Lead from Consulting industry via Social Media","Jake.Hintz28@hotmail.com"
"2248","Earl Thompson","Dynamic Accountability Technician","2025-07-28 13:39:40.162","Jess Collins","Elite Consulting (Manufacturing)","Partner","New Lead",,"585-349-5301 x51234","Lead from Manufacturing industry via Cold Email","Ida_Jenkins0@hotmail.com"
"2249","Jeanette Wiza","Corporate Directives Producer","2025-06-12 14:28:55.102","Dan Reeves","Future Tech (Manufacturing)","Website Form","Converted",,"(541) 566-1613 x4984","Lead from Manufacturing industry via Content Marketing","Price94@hotmail.com"
"2250","Glenda Russel","National Metrics Orchestrator","2025-06-20 12:40:18.18","Dan Reeves","Business Dynamics (Hospitality)","Partner","New Lead",,"473.329.7020 x72236","Lead from Hospitality industry via Social Media","Destin.Boehm@hotmail.com"
"2251","Dr. Dean Padberg","Lead Interactions Designer","2025-06-16 12:08:56.601","Mark Cawston","NextGen Technologies (Technology)","Cold Email","New Lead",,"1-518-647-2123 x7858","Lead from Technology industry via Social Media","Maryse.Doyle98@yahoo.com"
"2252","Emanuel Huel","Forward Metrics Analyst","2025-07-03 16:14:33.947","Rupert Kay","TechCorp Solutions (Marketing)","Social Media","Converted",,"807.593.9358 x8110","Lead from Marketing industry via Content Marketing","German.Weber26@yahoo.com"
"2253","Benny Howell","Product Data Administrator","2025-06-11 08:39:34.505","Mark Cawston","Digital Innovations Ltd (Construction)","Content Marketing","New Lead",,"(397) 380-4512 x20850","Lead from Construction industry via Cold Call","Hershel_Harris93@hotmail.com"
"2254","Roland Rau","Product Intranet Strategist","2025-06-20 12:40:22.434","Mark Cawston","NextGen Technologies (Legal)","Cold Email","New Lead",,"1-212-425-3155 x808","Lead from Legal industry via Webinar","Georgette.Schiller43@gmail.com"
"2255","Dr. Rose Gislason","Customer Response Consultant","2025-07-17 16:16:14.686","Thomas Hardy","Future Tech (Real Estate)","LinkedIn","Converted",,"1-416-362-2537 x1236","Lead from Real Estate industry via Webinar","Mervin51@gmail.com"
"2256","Mr. Perry Upton","Senior Group Consultant","2025-08-04 09:19:20.396","Jess Collins","Advanced Analytics (Manufacturing)","Social Media","New Lead",,"1-495-903-5780 x587","Lead from Manufacturing industry via Cold Email","Orlando45@yahoo.com"
"2257","Miss Patsy Wisozk","Future Factors Officer","2025-07-08 15:37:46.728","Naeem Patel","TechCorp Solutions (Legal)","Trade Show","New Lead",,"505-354-0570 x01314","Lead from Legal industry via Partner","Alvis_Langworth@yahoo.com"
"2258","Janet Ferry","National Functionality Supervisor","2025-07-14 15:54:01.858","Stephen Vivian","Future Tech (Finance)","Website Form","New Lead",,"(925) 200-4033","Lead from Finance industry via Partner","Kurt_Kuhic43@hotmail.com"
"2259","Beverly Weissnat","Internal Research Strategist","2025-07-14 10:45:07.981","Gary Smith","Smart Systems (Marketing)","Content Marketing","Converted",,"888-941-5535","Lead from Marketing industry via Content Marketing","Norris32@hotmail.com"
"2260","Derrick Lowe-Donnelly","Forward Communications Developer","2025-07-22 16:49:10.121","Jamie Waite","Business Dynamics (Healthcare)","Trade Show","New Lead",,"(661) 735-6188 x6365","Lead from Healthcare industry via Referral","Tyrel_Miller96@yahoo.com"
"2261","Diana Jast","Regional Directives Developer","2025-07-28 09:40:51.283","Thomas Hardy","TechCorp Solutions (Consulting)","Trade Show","Converted",,"(493) 352-0998","Lead from Consulting industry via Content Marketing","Israel_Bergnaum@yahoo.com"
"2262","Madeline Romaguera","Customer Intranet Designer","2025-06-10 14:24:39.637","Jennifer Davies","Digital Innovations Ltd (Real Estate)","Webinar","New Lead",,"648-759-4573 x371","Lead from Real Estate industry via Cold Email","Natasha51@hotmail.com"
"2263","Stephen Walter","Chief Implementation Agent","2025-06-26 10:00:32.676","Thomas Corcoran","Future Tech (Education)","Partner","New Lead",,"980-971-5407 x576","Lead from Education industry via Referral","Linnie97@gmail.com"
"2264","Kathy Hackett","Central Accounts Strategist","2025-06-30 15:13:51.08","Verity Kay","Innovation Hub (Hospitality)","Cold Email","New Lead",,"411.279.1131 x809","Lead from Hospitality industry via Partner","Noble30@gmail.com"
"2265","Fred Schmeler","Central Program Assistant","2025-06-09 13:35:29.835","Gary Smith","Smart Systems (Healthcare)","Trade Show","New Lead",,"692.477.7277 x8330","Lead from Healthcare industry via Cold Call","Moises69@gmail.com"
"2266","Desiree Feest","Forward Group Technician","2025-07-14 14:37:15.231","Verity Kay","Growth Partners (Technology)","Trade Show","New Lead",,"(224) 663-8898 x57366","Lead from Technology industry via Social Media","Roselyn.Weimann-Monahan@hotmail.com"
"2267","Tracy Kuphal","Lead Directives Associate","2025-07-16 11:37:34.306","Thomas Hardy","Performance Group (Healthcare)","Referral","New Lead",,"862-773-1470 x6917","Lead from Healthcare industry via Content Marketing","Lawson99@hotmail.com"
"2268","Larry Brekke","Senior Research Producer","2025-07-21 16:57:46.807","Jennifer Davies","Future Tech (Education)","Cold Call","New Lead",,"446-204-4351 x56487","Lead from Education industry via Cold Call","Enos.Nienow70@gmail.com"
"2269","Tricia Satterfield","Global Brand Coordinator","2025-06-23 13:38:12.687","Thomas Corcoran","Business Dynamics (Real Estate)","Cold Email","New Lead",,"856-238-8114 x802","Lead from Real Estate industry via Content Marketing","Herminio.Bins@yahoo.com"
"2270","Dan Wyman","Principal Functionality Manager","2025-07-18 09:01:17.97","Gary Smith","Innovation Hub (Legal)","Partner","New Lead",,"989-760-3472","Lead from Legal industry via Cold Call","Chauncey.Skiles@gmail.com"
"2271","Omar Lubowitz","Central Integration Orchestrator","2025-06-16 08:25:32.513","Jamie Waite","Enterprise Solutions (Marketing)","Trade Show","New Lead",,"421-298-2433 x28701","Lead from Marketing industry via Webinar","Alessia.Bode@hotmail.com"
"2272","Darlene Sporer","Global Directives Coordinator","2025-07-09 15:28:55.969","Adel Mhiri","Business Dynamics (Finance)","Website Form","Converted",,"984.654.0740 x2317","Lead from Finance industry via Partner","Andy.Leuschke@gmail.com"
"2273","Darrell Konopelski DVM","Central Solutions Administrator","2025-07-07 09:51:17.426","Thomas Hardy","Elite Consulting (Technology)","Social Media","New Lead",,"1-707-557-9612","Lead from Technology industry via Social Media","Estefania_Conn62@gmail.com"
"2274","Timothy Ullrich","Global Functionality Liaison","2025-06-26 11:25:15.684","Jennifer Davies","Data Solutions (Construction)","Partner","New Lead",,"(552) 265-9466","Lead from Construction industry via Referral","Beatrice.Mayert@gmail.com"
"2275","Sophie Douglas","Direct Security Administrator","2025-07-24 09:45:42.728","Jennifer Davies","TechCorp Solutions (Hospitality)","Webinar","New Lead",,"(379) 953-7291 x90294","Lead from Hospitality industry via LinkedIn","Kade.Lakin@gmail.com"
"2276","Crystal Beahan","Direct Paradigm Administrator","2025-07-21 08:13:20.231","Dan Reeves","Digital Innovations Ltd (Finance)","Referral","New Lead",,"517.481.2522 x99179","Lead from Finance industry via LinkedIn","Jane1@yahoo.com"
"2277","Morris Pollich","Product Quality Developer","2025-06-12 14:48:35.31","Jess Collins","Performance Group (Manufacturing)","LinkedIn","Converted",,"1-236-979-9334","Lead from Manufacturing industry via LinkedIn","Sister24@yahoo.com"
"2278","Alexander Connelly","Dynamic Accounts Analyst","2025-07-30 11:41:01.348","Gary Smith","Business Dynamics (Technology)","Webinar","New Lead",,"1-884-704-1045","Lead from Technology industry via Referral","Eunice.Kovacek16@hotmail.com"
"2279","Dr. Brent Brown","Global Markets Specialist","2025-06-30 13:42:21.081","Thomas Hardy","Smart Systems (Healthcare)","Cold Email","New Lead",,"618-683-6012 x6397","Lead from Healthcare industry via Trade Show","Alexander84@hotmail.com"
"2280","Salvador Kling","Chief Web Director","2025-07-15 09:19:57.858","Mark Cawston","Strategic Partners (Legal)","Cold Call","New Lead",,"746-384-2372 x05192","Lead from Legal industry via LinkedIn","Rhiannon.Vandervort@hotmail.com"
"2281","Yvette Wolf","Dynamic Intranet Executive","2025-07-11 08:56:29.173","Jess Collins","Strategic Partners (Marketing)","Cold Email","New Lead",,"537.996.5345 x92124","Lead from Marketing industry via Partner","Effie_Harris64@yahoo.com"
"2282","Grant Pacocha III","Regional Brand Orchestrator","2025-06-09 12:26:15.876","Mark Cawston","Performance Group (Legal)","Partner","New Lead",,"495.957.5668 x01891","Lead from Legal industry via Webinar","Holden_Murphy@gmail.com"
